CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AvgOrderValue,ActiveMonths,PurchasesPerMonth,CLV_12M
14554,11,4,2381.040000000002,1,2,1,121,Lost,595.2600000000004,1.4050925925925926,2.8467874794069195,20334.94457990117
14239,44,11,2380.8500000000017,3,1,1,311,Needs Attention,216.44090909090926,9.099884259259259,1.208806583315315,3139.6223496941125
15270,16,7,2379.49,2,1,1,211,Lost,339.9271428571428,9.827754629629629,0.7122684950737118,2905.432733730765
13722,132,3,2375.4100000000008,4,3,1,431,Potential,791.8033333333336,5.03474537037037,0.5958593293823937,5661.64083843293
17434,3,7,2373.8200000000006,1,1,1,111,Lost,339.11714285714294,2.765787037037037,2.530925160275188,10299.36130965334
14930,109,3,2372.86,4,3,1,431,Potential,790.9533333333334,5.527523148148148,0.5427385683595141,5151.3705572702265
13908,80,4,2369.5500000000006,4,2,1,421,Potential,592.3875000000002,6.566319444444445,0.6091692665644334,4330.371106763261
15755,11,6,2364.2500000000014,1,1,1,111,Lost,394.0416666666669,9.470925925925926,0.6335177834698786,2995.588839137323
12457,67,7,2363.23,3,1,1,311,Needs Attention,337.6042857142857,5.758703703703704,1.2155513393574942,4924.504100073962
17634,37,9,2361.9699999999984,3,1,1,311,Needs Attention,262.44111111111096,10.033888888888889,0.8969603012014838,2824.7910968384904
14030,19,8,2360.0899999999997,2,1,1,211,Lost,295.01124999999996,11.60085648148148,0.6896042557521895,2441.2921619372773
14440,9,5,2357.6800000000007,1,2,1,121,Lost,471.5360000000002,11.904004629629629,0.42002671836625166,2376.692624058587
15140,53,7,2354.2500000000005,3,1,1,311,Needs Attention,336.3214285714286,7.065972222222222,0.9906633906633906,3998.1759213759215
14309,9,9,2352.5299999999993,1,1,1,111,Lost,261.39222222222213,11.667314814814814,0.7713857166665344,2419.610720039362
12704,8,8,2340.84,1,1,1,111,Lost,292.605,5.404050925925926,1.4803709494335096,5197.967299907905
18259,25,3,2338.6000000000004,2,2,1,221,Lost,779.5333333333334,11.398518518518518,0.26319209773849755,2462.004159085002
12584,4,9,2338.150000000001,1,1,1,111,Lost,259.79444444444454,9.225462962962963,0.9755607969087168,3041.343303056156
18257,40,8,2337.63,3,1,1,311,Needs Attention,292.20375,8.566087962962962,0.933915228817338,3274.722384510411
17954,6,12,2332.720000000001,1,1,1,111,Lost,194.39333333333343,12.199930555555556,0.9836121562622738,2294.4917491561328
15281,59,9,2332.1499999999996,3,1,1,311,Needs Attention,259.12777777777774,9.15738425925926,0.9828134044828222,3056.091041686151
12782,5,5,2330.9200000000005,1,2,1,121,Lost,466.1840000000001,11.763564814814815,0.4250412250632642,2377.7690215787134
15785,33,5,2328.9700000000003,2,2,1,221,Lost,465.79400000000004,8.76287037037037,0.5705892919409545,3189.3248238041397
17313,32,1,2328.8399999999997,2,4,1,241,Loyal Customers,2328.8399999999997,1.0,1.0,27946.079999999994
17744,4,6,2322.399999999999,1,1,1,111,Lost,387.06666666666655,11.830416666666666,0.5071672595358011,2355.6904870918884
17211,27,8,2317.2200000000003,2,1,1,211,Lost,289.65250000000003,11.432384259259258,0.6997665420072529,2432.26953970507
14290,12,5,2314.65,1,2,1,121,Lost,462.93,11.671712962962962,0.42838613456877783,2379.7535193110916
15365,26,7,2314.32,2,1,1,211,Lost,330.6171428571429,9.660208333333333,0.7246220535271409,2874.8696758610276
13994,4,6,2313.1399999999994,1,1,1,111,Lost,385.52333333333326,4.823078703703704,1.2440186794780113,5755.178736495533
13704,6,9,2308.06,1,1,1,111,Lost,256.4511111111111,2.7674305555555554,3.2521141251160577,10008.099370153825
15288,44,5,2306.5200000000004,3,2,1,321,Needs Attention,461.3040000000001,10.737476851851852,0.46565874543773,2577.72290286488
16735,79,5,2300.5599999999995,4,2,1,421,Potential,460.1119999999999,8.531851851851853,0.5860392429241187,3235.7242576836247
16550,109,5,2298.9700000000003,4,2,1,421,Potential,459.79400000000004,8.662939814814814,0.5771712729031448,3184.5586590387434
15105,19,7,2298.930000000001,2,1,1,211,Lost,328.4185714285716,3.8760416666666666,1.80596613813491,7117.3538296156985
13115,12,4,2294.7800000000007,1,2,1,121,Lost,573.6950000000002,5.761643518518518,0.6942463529969507,4779.427937791029
15704,141,4,2293.6199999999994,4,2,1,421,Potential,573.4049999999999,2.5012268518518517,1.5992151999481736,11003.975900715388
12615,3,4,2291.1899999999996,1,2,1,121,Lost,572.7974999999999,5.535347222222223,0.7226285613920636,4967.038000727645
13527,34,7,2287.510000000002,3,1,1,311,Needs Attention,326.7871428571431,9.76775462962963,0.7166437185846286,2810.2794389134715
17696,39,8,2285.7100000000005,3,1,1,311,Needs Attention,285.71375000000006,10.872037037037037,0.7358326662010936,2522.850125193753
12684,8,7,2283.629999999999,1,1,1,111,Lost,326.23285714285703,6.862453703703704,1.0200433113628238,3993.259726504259
16782,11,13,2279.8999999999996,1,1,1,111,Lost,175.37692307692305,11.835925925925926,1.0983509090340144,2311.504834621522
13317,67,6,2273.679999999998,3,1,1,311,Needs Attention,378.9466666666663,9.739189814814814,0.6160676723717893,2801.481490636577
17768,9,3,2273.179999999999,1,2,1,121,Lost,757.7266666666663,5.266111111111111,0.5696803460280621,5179.943875936278
14466,30,7,2272.4000000000015,2,1,1,211,Lost,324.62857142857166,11.434050925925925,0.6122064739215024,2384.876556581525
13700,27,10,2265.12,2,1,1,211,Lost,226.512,10.032916666666667,0.9967191328543544,2709.2261306532664
16057,17,7,2263.1199999999994,2,1,1,211,Lost,323.3028571428571,8.94,0.7829977628635347,3037.7449664429523
16209,89,5,2262.620000000001,4,2,1,421,Potential,452.52400000000017,5.266087962962963,0.9494714169542187,5155.903241829492
14432,10,6,2255.5099999999984,1,1,1,111,Lost,375.91833333333307,2.6582175925925924,2.257151565289328,10182.055854051458
16293,22,10,2248.9900000000002,2,1,1,211,Lost,224.89900000000003,11.526296296296296,0.8675813759197969,2341.4182063558374
17442,37,6,2248.560000000001,3,1,1,311,Needs Attention,374.76000000000016,8.461458333333333,0.7090976240305307,3188.897106980181
15235,218,12,2247.5100000000007,5,1,1,511,Potential,187.29250000000005,5.189398148148148,2.3124068836927143,5197.157595168213
16771,34,5,2246.81,3,2,1,321,Needs Attention,449.36199999999997,10.16599537037037,0.49183575418231174,2652.1475780504634
15665,169,2,2242.010000000001,4,4,1,441,Loyal Customers,1121.0050000000006,2.499722222222222,0.8000888987665297,10762.843871541289
14211,54,9,2241.1,3,1,1,311,Needs Attention,249.0111111111111,8.063263888888889,1.116173316912265,3335.2746940427696
16743,30,7,2238.0899999999997,2,1,1,211,Lost,319.72714285714284,10.96800925925926,0.6382197383805596,2448.674081609394
14560,8,22,2237.7700000000004,1,1,1,111,Lost,101.7168181818182,11.675,1.8843683083511775,2300.0633832976446
14700,33,3,2235.2999999999997,2,2,1,221,Lost,745.0999999999999,6.868611111111111,0.4367695231932705,3905.2436607756695
16076,4,10,2234.7299999999996,1,1,1,111,Lost,223.47299999999996,6.836759259259259,1.462681311537576,3922.43736879884
15834,71,4,2233.7500000000014,3,2,1,321,Needs Attention,558.4375000000003,6.895578703703704,0.5800818425655194,3887.27344749219
18242,73,4,2232.49,4,2,1,421,Potential,558.1225,4.7033101851851855,0.8504648518822933,5695.962831536102
14226,29,5,2232.1900000000005,2,2,1,221,Lost,446.4380000000001,8.027731481481482,0.6228409621739457,3336.718481652145
14825,4,12,2226.9099999999994,1,1,1,111,Lost,185.5758333333333,12.165462962962962,0.9863989588010991,2196.621705343755
17591,74,7,2225.9700000000003,4,1,1,411,Potential,317.9957142857143,9.797291666666666,0.7144831692432008,2726.43102898335
12783,3,6,2225.91,1,1,1,111,Lost,370.98499999999996,2.4338194444444445,2.4652609353154333,10974.89793705595
13365,34,2,2225.3700000000003,3,3,1,331,Needs Attention,1112.6850000000002,6.134166666666666,0.3260426572476566,4353.393288955306
15722,36,5,2222.5600000000004,3,2,1,321,Needs Attention,444.51200000000006,8.499050925925927,0.5883009813187202,3138.082149695364
15811,23,6,2218.6199999999994,2,1,1,211,Lost,369.7699999999999,11.433379629629629,0.5247792161515381,2328.5713290762505
12876,58,2,2218.0200000000004,3,3,1,331,Needs Attention,1109.0100000000002,4.631759259259259,0.4318013713691702,5746.464466345482
12653,149,2,2209.85,4,4,1,441,Loyal Customers,1104.925,4.933055555555556,0.4054282335717101,5375.6134917506615
13862,19,8,2209.3600000000006,2,1,1,211,Lost,276.1700000000001,10.468310185185185,0.7642112106423488,2532.6265205171703
15797,114,4,2207.4,4,2,1,421,Potential,551.85,6.868449074074074,0.5823731029903916,3856.5911626229713
15179,19,5,2206.9500000000007,2,2,1,221,Lost,441.39000000000016,10.032060185185186,0.4984021135941484,2639.876507031855
13831,17,6,2202.99,2,1,1,211,Lost,367.16499999999996,11.771481481481482,0.5097064468426518,2245.7564106597865
17406,334,3,2200.42,5,3,1,531,Potential,733.4733333333334,1.1062962962962963,2.7117509206561765,23867.963843321057
15123,8,2,2199.310000000001,1,3,1,131,At Risk,1099.6550000000004,6.630902777777778,0.3016180551919149,3980.1096297847835
16628,30,5,2188.0499999999993,2,2,1,221,Lost,437.60999999999984,6.838657407407408,0.7311376637443726,3839.4378363740975
15394,10,4,2183.54,1,2,1,121,Lost,545.885,11.632013888888888,0.3438785440086925,2252.6176679542214
14341,46,8,2182.279999999999,3,1,1,311,Needs Attention,272.78499999999985,9.10261574074074,0.8788682536816596,2876.9049189666166
12856,8,6,2179.930000000001,1,1,1,111,Lost,363.3216666666669,1.864212962962963,3.218516403009909,14032.280924826791
12909,40,5,2178.6700000000005,3,2,1,321,Needs Attention,435.7340000000001,7.133148148148148,0.7009527765518315,3665.1474856564296
12501,337,1,2169.3899999999994,5,5,1,551,Champions,2169.3899999999994,1.0,1.0,26032.679999999993
12633,59,4,2163.9799999999996,3,2,1,321,Needs Attention,540.9949999999999,7.637407407407407,0.523737937054459,3400.075263081324
13755,4,9,2161.3500000000017,1,1,1,111,Lost,240.1500000000002,1.9953935185185185,4.510388510574123,12998.03760977252
12935,3,7,2160.7,1,1,1,111,Lost,308.6714285714285,10.571458333333334,0.662160297972134,2452.679581420097
16456,100,5,2158.37,4,2,1,421,Potential,431.674,9.132847222222223,0.5474743941663561,2835.965539528411
14407,108,6,2157.7300000000005,4,1,1,411,Potential,359.6216666666667,5.636180555555556,1.0645507078522936,4594.025997708259
16379,5,4,2157.400000000001,1,2,1,121,Lost,539.3500000000003,2.475115740740741,1.6160860416179563,10459.632078559742
13224,61,2,2155.9499999999994,3,3,1,331,Needs Attention,1077.9749999999997,3.034375,0.659114315139032,8526.105046343973
16966,9,7,2154.9700000000003,1,1,1,111,Lost,307.8528571428572,7.732476851851852,0.9052726744760404,3344.2893519696568
17272,43,4,2148.6299999999997,3,2,1,321,Needs Attention,537.1574999999999,7.33962962962963,0.5449866276429328,3512.9238532573036
14828,197,3,2139.76,5,3,1,531,Potential,713.2533333333334,4.667268518518519,0.6427742453850197,5501.5304772202
12560,6,3,2134.01,1,2,1,121,Lost,711.3366666666667,4.597199074074074,0.6525712616881254,5570.374392620306
17400,127,5,2129.9600000000014,4,2,1,421,Potential,425.9920000000003,7.564398148148148,0.6609911194619043,3378.9231475417887
13517,60,3,2128.4200000000005,3,3,1,331,Needs Attention,709.4733333333335,4.004143518518519,0.7492238942299354,6378.652483827518
14360,32,4,2128.23,2,2,1,221,Lost,532.0575,2.096157407407407,1.9082536387128124,12183.607924553307
16407,13,10,2126.9300000000017,1,1,1,111,Lost,212.69300000000015,9.995902777777777,1.000409890163331,2553.362169222114
14640,25,6,2125.079999999999,2,1,1,211,Lost,354.17999999999984,6.7675,0.8865903213889915,3768.1507203546344
15058,26,11,2124.9900000000002,2,1,1,211,Lost,193.18090909090913,9.565787037037037,1.1499315171255584,2665.7377904472446
13632,25,5,2121.2700000000004,2,2,1,221,Lost,424.2540000000001,7.294074074074074,0.6854879658779324,3489.8521377069164
18061,22,10,2119.4100000000003,2,1,1,211,Lost,211.94100000000003,11.497615740740741,0.8697455390308376,2212.016871452817
18008,71,9,2116.1900000000005,3,1,1,311,Needs Attention,235.13222222222228,8.270625,1.0881886193606891,3070.4184992065298
14691,31,5,2114.3299999999995,2,2,1,221,Lost,422.8659999999999,6.07025462962963,0.8236886761873892,4179.719228935877
13265,54,5,2107.6600000000003,3,2,1,321,Needs Attention,421.53200000000004,7.340462962962963,0.6811559468698362,3445.5483431512293
18173,87,4,2106.84,4,2,1,421,Potential,526.71,6.2659722222222225,0.6383686135431674,4034.821589271861
18093,94,4,2106.5199999999995,4,2,1,421,Potential,526.6299999999999,6.971481481481481,0.573766137172608,3625.9495298305264
14461,149,3,2103.0599999999995,4,3,1,431,Potential,701.0199999999999,3.7735185185185185,0.7950139863571674,6687.848456593216
14515,18,6,2102.0899999999997,2,1,1,211,Lost,350.3483333333333,6.699166666666667,0.8956337852966787,3765.4056474685904
17861,4,8,2100.8,1,1,1,111,Lost,262.6,10.539976851851852,0.7590149496954935,2391.8079094804393
15815,64,5,2100.5999999999995,3,2,1,321,Needs Attention,420.1199999999999,6.538865740740741,0.7646586117906109,3854.9805118256563
13126,5,8,2099.64,1,1,1,111,Lost,262.455,12.064305555555556,0.663113178223179,2088.448430286773
12610,23,5,2099.540000000001,2,2,1,221,Lost,419.9080000000002,3.4606944444444445,1.444796725127423,7280.180439057674
16875,68,5,2095.53,3,2,1,321,Needs Attention,419.10600000000005,9.07087962962963,0.5512144581510838,2772.207440374418
17191,29,7,2095.1300000000006,2,1,1,211,Lost,299.3042857142858,11.33662037037037,0.617467972932687,2217.7297270807903
18283,4,16,2094.880000000002,1,1,1,111,Lost,130.93000000000012,11.130277777777778,1.4375202775212759,2258.5743592303297
14306,52,2,2093.3199999999997,3,3,1,331,Needs Attention,1046.6599999999999,1.137314814814815,1.7585280468940812,22086.971586745905
13571,13,12,2092.3200000000015,1,1,1,111,Lost,174.36000000000013,8.030648148148147,1.4942754032583507,3126.502311745515
17490,1,7,2092.32,1,1,1,111,Lost,298.90285714285716,5.866504629629629,1.1932147747136326,4279.863664163705
13297,8,4,2089.8500000000004,1,2,1,121,Lost,522.4625000000001,1.9922222222222221,2.007808142777468,12588.053541550475
18044,5,10,2088.6000000000004,1,1,1,111,Lost,208.86000000000004,11.869467592592592,0.8424977718664252,2111.569015584259
14810,41,11,2087.880000000001,3,1,1,311,Needs Attention,189.80727272727282,10.965532407407407,1.0031432666752513,2284.8466512282816
16954,1,9,2085.08,1,1,1,111,Lost,231.67555555555555,11.96539351851852,0.7521691606774938,2091.1104980605714
18231,193,5,2083.270000000001,5,2,1,521,Potential,416.65400000000017,3.207175925925926,1.5590039696860338,7794.78287982678
14696,5,7,2078.9500000000003,1,1,1,111,Lost,296.9928571428572,12.297361111111112,0.5692278153623744,2028.6791429959003
14209,11,6,2073.4300000000003,1,1,1,111,Lost,345.5716666666667,10.729675925925926,0.5591967587298985,2318.9106709066673
18241,10,17,2073.0900000000006,1,1,1,111,Lost,121.94647058823533,6.937222222222222,2.450548570513334,3586.0289901497563
18219,3,10,2069.7699999999995,1,1,1,111,Lost,206.97699999999995,12.202268518518519,0.8195197462524044,2035.4608622410065
14482,19,6,2068.15,2,1,1,211,Lost,344.69166666666666,7.361875,0.8150097631377875,3371.1248832668307
12948,17,7,2064.9500000000007,2,1,1,211,Lost,294.99285714285725,8.276226851851852,0.8457960523923665,2994.045528664488
12928,36,5,2062.699999999999,3,2,1,321,Needs Attention,412.5399999999998,10.798125,0.46304335243387157,2292.2868553568314
16281,73,1,2062.06,4,4,1,441,Loyal Customers,2062.06,1.0,1.0,24744.72
14409,72,6,2059.45,3,1,1,311,Needs Attention,343.2416666666666,9.90451388888889,0.6057843996494303,2495.1653637160384
12518,1,5,2056.889999999999,1,2,2,122,Lost,411.3779999999998,3.6623842592592593,1.3652308567455678,6739.5112726353345
17667,67,5,2055.510000000001,3,2,2,322,Needs Attention,411.1020000000002,7.740462962962963,0.6459561946002847,3186.6466021507968
14188,31,6,2054.36,2,1,2,212,Lost,342.3933333333334,9.331921296296295,0.64295441522651,2641.7196649294665
16150,43,5,2053.019999999999,3,2,2,322,Needs Attention,410.6039999999998,10.991944444444444,0.45487857269212306,2241.299537540117
17086,8,6,2050.079999999998,1,1,2,112,Lost,341.67999999999967,1.8701851851851852,3.2082384394494503,13154.290919893047
17612,54,6,2048.4499999999994,3,1,2,312,Needs Attention,341.40833333333325,8.139328703703704,0.7371615299514531,3020.0770720581077
14232,43,5,2048.07,3,2,2,322,Needs Attention,409.61400000000003,7.397800925925926,0.6758765273714348,3322.181854592675
17625,19,4,2047.0000000000016,2,2,2,222,Lost,511.7500000000004,7.9684027777777775,0.501982657196392,3082.6754978430454
13495,8,5,2044.87,1,2,2,122,Lost,408.974,12.027939814814815,0.41569878773765556,2040.1199521946392
17597,214,1,2044.3700000000003,5,5,2,552,Champions,2044.3700000000003,1.0,1.0,24532.440000000002
17090,5,7,2043.9500000000007,1,1,2,112,Lost,291.99285714285725,11.666481481481481,0.6000095239606978,2102.381942570518
13450,27,6,2043.7200000000003,2,1,2,212,Lost,340.62000000000006,6.389027777777778,0.9391100193474055,3838.5558574813595
14001,46,3,2043.0800000000002,3,3,2,332,Needs Attention,681.0266666666668,10.929930555555556,0.27447566887560276,2243.1029982654663
12585,235,2,2040.1000000000008,5,4,2,542,Champions,1020.0500000000004,3.900949074074074,0.5126957471175699,6275.7035621673285
13593,109,5,2037.080000000001,4,2,2,422,Potential,407.4160000000002,7.595902777777778,0.6582496045931194,3218.177050858926
18069,27,5,2036.6700000000005,2,2,2,222,Lost,407.3340000000001,10.033634259259259,0.49832392439318685,2435.811329025293
17846,86,1,2033.1,4,4,2,442,Loyal Customers,2033.1,1.0,1.0,24397.199999999997
13630,6,7,2031.7800000000009,1,1,2,112,Lost,290.25428571428586,9.336736111111112,0.7497266621544229,2611.3365216550524
16409,37,5,2028.880000000001,3,2,2,322,Needs Attention,405.7760000000002,9.369305555555556,0.533657480840214,2598.5447753450253
17337,152,4,2027.8700000000033,4,2,2,422,Potential,506.9675000000008,5.296967592592592,0.7551490414239455,4594.032259897136
16358,2,4,2027.4999999999995,1,2,2,122,Lost,506.8749999999999,6.100092592592593,0.6557277515520408,3988.464048815287
14544,25,2,2024.45,2,3,2,232,At Risk,1012.225,11.236481481481482,0.17799166076107914,2162.0113057666
15341,81,1,2020.52,4,4,2,442,Loyal Customers,2020.52,1.0,1.0,24246.239999999998
14506,18,5,2012.170000000002,2,2,2,222,Lost,402.43400000000037,11.731412037037037,0.42620615354865954,2058.238166366417
15531,9,2,2007.4400000000003,1,3,2,132,At Risk,1003.7200000000001,1.0,2.0,24089.280000000002
15372,138,1,2007.4,4,5,2,452,Loyal Customers,2007.4,1.0,1.0,24088.800000000003
16098,88,7,2005.63,4,1,2,412,Potential,286.5185714285714,9.533657407407407,0.7342407746434416,2524.4834140253583
14730,2,8,2005.0600000000047,1,1,2,112,Lost,250.6325000000006,9.169212962962963,0.8724849158062155,2624.0769079296215
14217,2,17,2004.9800000000007,1,1,2,112,Lost,117.94000000000004,12.164467592592592,1.3975128685740383,1977.8720126354656
14462,67,11,2004.0200000000007,3,1,2,312,Needs Attention,182.18363636363642,9.104398148148148,1.2082072665327606,2641.387119574891
17082,34,2,2003.8500000000008,3,3,2,332,Needs Attention,1001.9250000000004,9.500949074074073,0.21050528577798028,2530.926101437236
16754,373,1,2002.4,5,5,2,552,Champions,2002.4,1.0,1.0,24028.800000000003
15493,33,5,2001.8000000000036,2,2,2,222,Lost,400.3600000000007,7.933796296296296,0.6302153235688861,3027.756083328476
18188,16,3,2001.0400000000004,2,2,2,222,Lost,667.0133333333334,9.169513888888888,0.32717110594436577,2618.729879355655
13305,5,10,2000.8599999999992,1,1,2,112,Lost,200.08599999999993,12.270949074074075,0.8149328906537384,1956.6799483121263
16698,227,2,1998.0,5,4,2,542,Champions,999.0,1.0,2.0,23976.0
17827,6,5,1995.4599999999998,1,2,2,122,Lost,399.092,11.973194444444445,0.4175994988806013,1999.9274304870833
18204,72,3,1993.7,4,3,2,432,Potential,664.5666666666667,4.035138888888889,0.7434688328227722,5929.015247995045
17679,53,2,1992.1100000000006,3,3,2,332,Needs Attention,996.0550000000003,1.0960185185185185,1.8247866858156627,21811.054828081447
17088,29,4,1991.0099999999993,2,2,2,222,Lost,497.7524999999998,7.5063657407407405,0.532881042325187,3182.9144522396105
13246,19,6,1987.3000000000006,2,1,2,212,Lost,331.21666666666675,10.40449074074074,0.5766740679104909,2292.048750317038
13590,12,6,1981.9199999999994,1,1,2,112,Lost,330.3199999999999,9.73261574074074,0.616483806597233,2443.6431719423754
13725,50,8,1980.5600000000004,3,1,2,312,Needs Attention,247.57000000000005,8.630208333333334,0.9269764634882317,2753.898756789379
17422,17,6,1979.3700000000001,2,1,2,212,Lost,329.89500000000004,9.331550925925926,0.6429799341640144,2545.390384572451
16341,25,4,1971.8700000000001,2,2,2,222,Lost,492.96750000000003,5.894259259259259,0.6786264098777844,4014.489176537121
17997,75,8,1970.6700000000017,4,1,2,412,Potential,246.3337500000002,2.998263888888889,2.6682107701215982,7887.244377533301
12674,39,4,1970.6000000000008,3,2,2,322,Needs Attention,492.6500000000002,5.637546296296296,0.7095285412783011,4194.590830329062
17790,27,14,1965.5500000000006,2,1,2,212,Lost,140.39642857142863,11.267662037037036,1.2424937803407408,2093.3002713846377
17218,5,10,1960.7199999999998,1,1,2,112,Lost,196.07199999999997,12.131180555555556,0.8243220809552977,1939.5177486848054
15351,13,7,1960.1100000000015,1,1,2,112,Lost,280.0157142857145,11.901458333333334,0.5881632152922436,1976.3393141596812
14498,43,5,1957.3200000000002,3,2,2,322,Needs Attention,391.46400000000006,10.63425925925926,0.4701784936874184,2208.6954462342187
12853,135,6,1957.1,4,1,2,412,Potential,326.18333333333334,6.03474537037037,0.994242446327402,3891.663783414717
17554,2,5,1952.4499999999998,1,2,2,122,Lost,390.48999999999995,4.891990740740741,1.0220787947041177,4789.33858252813
14533,25,7,1949.7200000000003,2,1,2,212,Lost,278.5314285714286,10.934675925925927,0.6401652913556516,2139.6738374776132
14653,2,7,1947.5500000000006,1,1,2,112,Lost,278.22142857142865,11.233449074074073,0.6231389801869005,2080.4474071937116
15814,17,4,1945.3299999999995,2,2,2,222,Lost,486.33249999999987,1.1322453703703703,3.532803140269458,20617.403798581152
15518,65,8,1942.4500000000007,3,1,2,312,Needs Attention,242.8062500000001,8.933564814814815,0.8954991837898064,2609.193584328765
14418,4,3,1937.2500000000002,1,2,2,122,Lost,645.7500000000001,3.4921527777777777,0.859068944259948,6656.925249070338
14472,104,8,1936.8400000000024,4,1,2,412,Potential,242.1050000000003,8.395787037037037,0.9528588522682783,2768.3027091409413
15864,23,6,1936.3200000000004,2,1,2,212,Lost,322.7200000000001,9.795578703703704,0.6125212385595353,2372.0742492951995
15157,4,3,1936.0700000000004,1,2,2,122,Lost,645.3566666666668,11.830185185185185,0.25358859164409936,1963.861058497566
12528,10,6,1933.4800000000005,1,1,2,112,Lost,322.2466666666667,10.10775462962963,0.5936036458989362,2295.4415545453508
14655,9,4,1932.2299999999998,1,2,2,122,Lost,483.05749999999995,7.135393518518518,0.5605857602133341,3249.541870371031
14978,73,5,1931.420000000002,4,2,2,422,Potential,386.2840000000004,8.601481481481482,0.5812952118498105,2694.5404753703087
16983,13,7,1931.2499999999995,1,1,2,112,Lost,275.89285714285705,11.899444444444445,0.5882627573649564,1947.5699145618373
13094,22,12,1927.3199999999995,2,1,2,212,Lost,160.60999999999996,11.571597222222222,1.037021922691456,1998.6730920416965
16942,13,9,1920.590000000002,1,1,2,112,Lost,213.3988888888891,7.16761574074074,1.2556476693977865,3215.4458098249297
15021,9,9,1914.8200000000027,1,1,2,112,Lost,212.75777777777807,11.932777777777778,0.7542250570324502,1925.6069649425044
17368,24,8,1912.6700000000008,2,1,2,212,Lost,239.0837500000001,10.47150462962963,0.763978079841899,2191.8569309568084
14285,22,4,1910.0100000000002,2,2,2,222,Lost,477.50250000000005,5.169768518518518,0.7737290336446757,4433.490574655001
16426,3,10,1908.2500000000002,1,1,2,112,Lost,190.82500000000002,9.130925925925926,1.0951791834830755,2507.8508122578946
17228,16,8,1906.0900000000004,2,1,2,212,Lost,238.26125000000005,11.892222222222221,0.6727085863776512,1923.364664112866
14210,106,6,1905.84,4,1,2,412,Potential,317.64,8.86650462962963,0.6767040959917292,2579.3794686097544
15819,50,4,1905.45,3,2,2,322,Needs Attention,476.3625,7.573726851851852,0.5281415712823021,3019.042070999588
14250,8,3,1904.0500000000002,1,2,2,122,Lost,634.6833333333334,2.734398148148148,1.0971335692396256,8355.988690042837
12762,8,2,1898.5200000000007,1,3,2,132,At Risk,949.2600000000003,1.0,2.0,22782.24000000001
17463,17,5,1896.4100000000021,2,2,2,222,Lost,379.28200000000044,9.897037037037038,0.5052017064590973,2299.366963550635
17870,3,12,1894.35,1,1,2,112,Lost,157.86249999999998,12.142939814814815,0.9882285659819854,1872.0507839679738
14934,82,2,1890.9400000000005,4,3,2,432,Potential,945.4700000000003,6.6977314814814815,0.29860856702449007,3387.905302375736
12371,45,2,1887.9600000000003,3,3,2,332,Needs Attention,943.9800000000001,1.0,2.0,22655.520000000004
15641,106,4,1887.200000000001,4,2,2,422,Potential,471.80000000000024,8.465717592592593,0.47249390925820095,2675.071516656232
16170,51,6,1885.05,3,1,2,312,Needs Attention,314.175,6.592569444444444,0.9101155551810225,3431.226654587973
13890,2,10,1883.8100000000002,1,1,2,112,Lost,188.38100000000003,11.908449074074074,0.839739913887782,1898.2925366171312
16128,18,5,1880.2199999999998,2,2,2,222,Lost,376.044,8.831782407407408,0.5661371362372324,2554.7096791103254
17738,20,4,1879.05,2,2,2,222,Lost,469.7625,8.764791666666667,0.4563713722041311,2572.6338808205173
15367,58,4,1877.5899999999992,3,2,2,322,Needs Attention,469.3974999999998,7.26712962962963,0.5504236478307957,3100.4098107918694
17293,9,9,1875.1100000000006,1,1,2,112,Lost,208.34555555555562,11.76625,0.7648996069265909,1912.3612025921602
16986,30,2,1873.2,2,3,2,232,At Risk,936.6,1.0,2.0,22478.4
13982,40,4,1871.81,3,2,2,322,Needs Attention,467.9525,10.870069444444445,0.367982929680762,2066.3823828172413
16474,8,7,1871.5000000000023,1,1,2,112,Lost,267.3571428571432,4.597476851851852,1.5225742783632328,4884.853306211646
17469,17,5,1870.969999999999,2,2,2,222,Lost,374.1939999999998,6.2726851851851855,0.7971067975496346,3579.2709720274543
16841,37,6,1869.8200000000013,3,1,2,312,Needs Attention,311.6366666666669,8.365532407407407,0.7172287079645038,2682.1771654523786
14524,32,9,1867.6800000000005,2,1,2,212,Lost,207.52000000000007,10.968703703703703,0.8205162837027908,2043.2824703280385
17787,153,4,1865.1899999999994,4,2,2,422,Potential,466.29749999999984,7.296782407407408,0.5481868276542489,3067.4177672172846
16201,4,4,1863.4699999999998,1,2,2,122,Lost,465.86749999999995,3.540625,1.1297440423654017,6315.732391879965
14887,80,1,1862.0,4,4,2,442,Loyal Customers,1862.0,1.0,1.0,22344.0
12423,1,8,1859.31,1,1,2,112,Lost,232.41375,11.765648148148149,0.6799455413987676,1896.3443168672138
17873,81,5,1859.1599999999996,4,2,2,422,Potential,371.83199999999994,9.769143518518518,0.5118155947368296,2283.712994666217
14305,72,3,1858.9600000000003,3,3,2,332,Needs Attention,619.6533333333334,2.1350694444444445,1.4051065213855911,10448.147275979834
12963,9,8,1856.6299999999992,1,1,2,112,Lost,232.0787499999999,11.90511574074074,0.6719800272603009,1871.427417018438
16979,4,6,1852.0000000000002,1,1,2,112,Lost,308.6666666666667,9.804189814814816,0.6119832554581492,2266.7859782169853
